timestamp,frame,id,x,y,classe,direcao,em_contramao,tempo_infracao
12:35:09,1,0,363,618,carro,desconhecida,0,0.0
12:35:09,1,1,996,366,carro,desconhecida,0,0.0
12:35:09,1,2,829,408,carro,desconhecida,0,0.0
12:35:09,1,3,826,415,carro,desconhecida,0,0.0
12:35:10,2,0,345,625,carro,desconhecida,0,0.0
12:35:10,2,1,996,370,carro,desconhecida,0,0.0
12:35:10,2,2,826,411,carro,desconhecida,0,0.0
12:35:10,2,3,822,415,carro,desconhecida,0,0.0
12:35:10,3,0,310,642,carro,desconhecida,0,0.0
12:35:10,3,1,993,370,carro,desconhecida,0,0.0
12:35:10,3,2,820,412,carro,desconhecida,0,0.0
12:35:11,4,0,310,642,carro,desconhecida,0,0.0
12:35:11,4,1,993,370,carro,desconhecida,0,0.0
12:35:11,4,2,820,412,carro,desconhecida,0,0.0
12:35:11,4,3,817,418,carro,desconhecida,0,0.0
12:35:11,5,0,340,627,carro,parado,0,0.0
12:35:11,5,1,987,369,carro,parado,0,0.0
12:35:11,5,2,820,415,carro,parado,0,0.0
12:35:11,5,3,816,420,carro,desconhecida,0,0.0
12:35:11,5,4,1008,372,carro,desconhecida,0,0.0
12:35:11,6,0,306,642,carro,esquerda,0,0.0
12:35:11,6,1,984,375,carro,parado,0,0.0
12:35:11,6,2,826,414,carro,parado,0,0.0
12:35:11,6,4,1002,373,carro,desconhecida,0,0.0
12:35:12,7,0,306,642,carro,esquerda,0,0.0
12:35:12,7,1,984,375,carro,parado,0,0.0
12:35:12,7,2,825,414,carro,parado,0,0.0
12:35:12,7,4,1002,373,carro,desconhecida,0,0.0
12:35:12,8,1,982,375,carro,parado,0,0.0
12:35:12,8,2,831,412,carro,parado,0,0.0
12:35:13,9,0,252,666,carro,esquerda,0,0.0
12:35:13,9,1,975,376,carro,parado,0,0.0
12:35:13,9,2,798,430,carro,parado,0,0.0
12:35:13,10,0,252,666,carro,esquerda,0,0.0
12:35:13,10,1,975,376,carro,parado,0,0.0
12:35:13,10,2,798,430,carro,parado,0,0.0
12:35:13,11,0,237,676,carro,esquerda,0,0.0
12:35:13,11,1,972,376,carro,parado,0,0.0
12:35:13,11,2,792,432,carro,esquerda,0,0.0
12:35:13,12,0,199,694,carro,esquerda,0,0.0
12:35:13,12,1,964,379,carro,parado,0,0.0
12:35:13,12,2,787,433,carro,esquerda,0,0.0
12:35:13,12,4,1072,331,carro,desconhecida,0,0.0
12:35:14,13,0,199,693,carro,esquerda,0,0.0
12:35:14,13,1,964,379,carro,parado,0,0.0
12:35:14,13,2,787,433,carro,esquerda,0,0.0
12:35:14,13,4,1072,331,carro,direita,0,0.0
12:35:14,14,0,178,703,carro,esquerda,0,0.0
12:35:14,14,1,958,379,carro,parado,0,0.0
12:35:14,14,2,787,430,carro,parado,0,0.0
12:35:14,14,3,777,436,carro,esquerda,0,0.0
12:35:14,14,4,1074,331,carro,direita,0,0.1
12:35:15,15,0,135,726,carro,esquerda,0,0.0
12:35:15,15,1,954,381,carro,parado,0,0.0
12:35:15,15,4,1074,331,carro,direita,0,0.1
12:35:16,16,0,135,726,carro,esquerda,0,0.0
12:35:16,16,1,954,381,carro,parado,0,0.0
12:35:16,16,2,807,430,carro,parado,0,0.0
12:35:16,16,3,762,438,carro,esquerda,0,0.0
12:35:16,16,4,1074,331,carro,direita,0,0.1
12:35:17,17,0,124,739,carro,esquerda,0,0.0
12:35:17,17,1,951,382,carro,parado,0,0.0
12:35:17,17,2,802,430,carro,direita,0,0.0
12:35:17,17,3,762,436,carro,esquerda,0,0.0
12:35:17,17,4,1074,331,carro,parado,0,0.0
12:35:17,17,5,951,384,carro,desconhecida,0,0.0
12:35:17,18,0,106,753,carro,esquerda,0,0.0
12:35:17,18,1,946,387,carro,parado,0,0.0
12:35:17,18,2,760,438,carro,esquerda,0,0.0
